Nayef Aguerd,Left Foot,123
Jawad El Yamiq,Right Foot,122
Nikola MilenkoviÄ‡,Right Foot,122
Mohammed Kanoo,Right Foot,121
Hidemasa Morita,Right Foot,121
Mathew Ryan,Right Foot,120
Mohamed Salisu,Left Foot,120
RaphaÃ«l Varane,Left Foot,119
Luis Gerardo ChÃ¡vez MagallÃ³n,Left Foot,119
Hugo Lloris,Left Foot,118
Rodrigo Bentancur ColmÃ¡n,Right Foot,116
AndrÃ©-Frank Zambo Anguissa,Right Foot,116
Piotr ZieliÅ„ski,Right Foot,115
Wojciech SzczÄ™sny,Right Foot,115
Ben Davies,Left Foot,114
Idrissa Gana Gueye,Right Foot,114
Thomas Meunier,Right Foot,113
DamiÃ¡n Emiliano MartÃ­nez,Right Foot,112
Steven Berghuis,Left Foot,111
Silvan Widmer,Right Foot,111
Christian Pulisic,Right Foot,111
Andries Noppert,Left Foot,111
Joel Nathaniel Campbell Samuels,Left Foot,110
Ä°lkay GÃ¼ndoÄŸan,Right Foot,110
Matty Cash,Right Foot,109
JoÃ£o FÃ©lix Sequeira,Right Foot,109
Memphis Depay,Right Foot,108
Philip Foden,Left Foot,108
Daniel Carvajal Ramos,Right Foot,107
OtÃ¡vio Edmilson da Silva Monteiro,Right Foot,107
Kamil Glik,Right Foot,106
Ivan PeriÅ¡iÄ‡,Left Foot,106
Kevin De Bruyne,Right Foot,106
Antony Matheus dos Santos,Left Foot,105
Vitor Machado Ferreira,Right Foot,103
Ellyes Joris Skhiri,Right Foot,103
Ismail Jakobs,Left Foot,103
Weston McKennie,Right Foot,103
Remo Freuler,Right Foot,103
DuÅ¡an TadiÄ‡,Left Foot,103
Pablo MartÃ­n PÃ¡ez Gavira,Right Foot,102
Jamal Musiala,Right Foot,102
Ngoran Suiru Fai Collins,Right Foot,102
Sofiane Boufal,Right Foot,101
Heung-Min Son,Right Foot,101
Leander Dendoncker,Right Foot,101
Rodrigo HernÃ¡ndez Cascante,Left Foot,101
JosÃ© Diogo Dalot Teixeira,Right Foot,101
Yahia Attiyat allah,Left Foot,100
Alejandro Balde MartÃ­nez,Left Foot,100
Timothy Weah,Right Foot,100
Ethan Ampadu,Right Foot,99
Marco Asensio Willemsen,Left Foot,98
Seung-Gyu Kim,Right Foot,97
Achraf Dari,Right Foot,97
Salem Mohammed Al Dawsari,Right Foot,96
Rodrygo Silva de Goes,Right Foot,96
Nico Schlotterbeck,Left Foot,96
Ousmane DembÃ©lÃ©,Left Foot,95
Joakim MÃ¦hle,Right Foot,95
Teun Koopmeiners,Left Foot,94
Ko Itakura,Right Foot,94
Grzegorz Krychowiak,Right Foot,93
Strahinja PavloviÄ‡,Left Foot,91
Marten de Roon,Right Foot,91
AÃ¯ssa Bilal LaÃ¯douni,Right Foot,91
Atiba Hutchinson,Right Foot,90
Vanja MilinkoviÄ‡ SaviÄ‡,Right Foot,90
Youssouf Fofana,Right Foot,90
Lovro Majer,Left Foot,90
Karim Boudiaf,Right Foot,90
Pedro Miguel Correia,Right Foot,89
Celso Borges Mora,Right Foot,88
Ismael KonÃ©,Right Foot,88
Bukayo Saka,Left Foot,88
Nathan AkÃ©,Right Foot,87
Morteza Pouraliganji,Right Foot,87
Daichi Kamada,Right Foot,86
Angelo Smit Preciado QuiÃ±Ã³nez,Right Foot,86
Xherdan Shaqiri,Left Foot,86
Ousmane DembÃ©lÃ©,Right Foot,86
ShÅ«ichi Gonda,Right Foot,86
Stephen Antunes EustÃ¡quio,Right Foot,86
Montassar Omar Talbi,Right Foot,86
Eduardo Camavinga,Left Foot,85
Edouard Mendy,Right Foot,85
Serge Gnabry,Right Foot,85
Marcos Llorente Moreno,Right Foot,85
Nico Elvedi,Right Foot,84
Connor Roberts,Right Foot,84
MathÃ­as Olivera Miramontes,Left Foot,84
JuliÃ¡n Ãlvarez,Right Foot,84
Alphonso Davies,Left Foot,84
Jin-Su Kim,Left Foot,84
VinÃ­cius JosÃ© PaixÃ£o de Oliveira JÃºnior,Right Foot,83
MatÃ­as Vecino Falero,Right Foot,83
Sergej MilinkoviÄ‡-SaviÄ‡,Right Foot,82
Francisco Javier Calvo Quesada,Left Foot,82
Ramin Rezaeian,Right Foot,82
Yeltsin Ignacio Tejeda Valverde,Right Foot,82
Edson Omar Ãlvarez VelÃ¡zquez,Right Foot,81
Noussair Mazraoui,Right Foot,81
Francisco Guillermo Ochoa MagaÃ±a,Right Foot,80
Matthew Charles Turner,Right Foot,80
Krystian Bielik,Right Foot,80
Seyed Majid Hosseini,Right Foot,80
Abdulelah Al Amri,Right Foot,79
Filip KostiÄ‡,Left Foot,78
Ruben Vargas,Right Foot,78
Manuel Neuer,Right Foot,78
Selim Amallah,Right Foot,78
Dylan Daniel Mahmoud Bronn,Right Foot,77
Aaron Ramsey,Right Foot,77
Gonzalo Jordy Plata JimÃ©nez,Left Foot,77
JesÃºs Daniel Gallardo Vasconcelos,Left Foot,77
Dejan Lovren,Left Foot,77
Milos Veljkovic,Right Foot,77
Benjamin Pavard,Right Foot,76
Mohammed Kudus,Left Foot,76
FerrÃ¡n Torres GarcÃ­a,Right Foot,76
Bartosz BereszyÅ„ski,Right Foot,76
Marcos AoÃ¡s CorrÃªa,Left Foot,76
Jae-Sung Lee,Left Foot,75
Daniel Alves da Silva,Right Foot,75
Carlos Soler BarragÃ¡n,Right Foot,75
Junya Ito,Right Foot,75
Marcelo BrozoviÄ‡,Left Foot,75
Diego Roberto GodÃ­n Leal,Right Foot,74
Harry Kane,Right Foot,73
Yann Sommer,Right Foot,72
Djibril Sow,Right Foot,72
Keylor Navas Gamboa,Right Foot,72
Bryan Mbeumo,Left Foot,72
Christian Dannemann Eriksen,Left Foot,71
Jackson Irvine,Right Foot,71
Saud Abdullah Abdul Hamid,Right Foot,71
Alisson RamsÃ©s Becker,Right Foot,70
Ehsan Hajsafi,Left Foot,70
Craig Goodwin,Left Foot,70
Abdulaziz Hatem Mohammed Abdullah,Left Foot,70
Andrija Å½ivkoviÄ‡,Left Foot,69
Nouhou Tolo,Left Foot,69
Tajon Buchanan,Right Foot,69
Hirving Rodrigo Lozano Bahena,Right Foot,69
Devis Rogers Epassy Mboka,Right Foot,69
Abdulelah Saad Hameed Al-Malki,Right Foot,69
Mathew Leckie,Right Foot,69
Thibaut Courtois,Left Foot,69
Kang-In Lee,Left Foot,68
Cristiano Ronaldo dos Santos Aveiro,Right Foot,68
SebastiÃ¡n Coates NiÃ³n,Right Foot,68
Danilo LuÃ­s HÃ©lio Pereira,Right Foot,67
Harry Maguire,Left Foot,67
Saeid Ezatolahi Afagh,Right Foot,66
Assim Omer Al Haj Madibo,Right Foot,66
Homam Alamin Ahmed,Left Foot,66
Nicolas Alexis Julio N'Koulou Ndoubena,Right Foot,66
Gleison Bremer Silva Nascimento,Right Foot,66
Ã“scar Esau Duarte GaitÃ¡n,Right Foot,65
Gonzalo Ariel Montiel,Right Foot,65
Milan Borjan,Right Foot,65
Jean-Charles Castelletto,Right Foot,64
Guillermo Varela Olivera,Right Foot,64
Steven Bergwijn,Right Foot,64
Ali Gholizadeh,Left Foot,62
Josip Å utalo,Right Foot,62
Kasper Schmeichel,Right Foot,62
Hassan Khalid Al Heidos,Right Foot,61
HernÃ¡n Ismael GalÃ­ndez,Right Foot,61
KrÃ©pin Diatta,Right Foot,61
Mason Mount,Right Foot,61
Shogo Taniguchi,Right Foot,61
Mehdi Taremi,Right Foot,61
Sergio Busquets i Burgos,Left Foot,60
Ali Albulayhi,Left Foot,60
Fabian Lukas SchÃ¤r,Right Foot,59
Aymen Dahmen,Right Foot,59
Mikkel Damsgaard,Right Foot,59
Edimilson Fernandes,Right Foot,59
In-Beom Hwang,Left Foot,59
Davy Klaassen,Right Foot,59
IsmaÃ¯la Sarr,Right Foot,58
Frederico Rodrigues Santos,Left Foot,58
Victor Nelsson,Right Foot,58
Dayotchanculle Upamecano,Left Foot,58
Mohammed Khalil Al Owais,Left Foot,57
Kingsley Coman,Right Foot,57
Mario PaÅ¡aliÄ‡,Right Foot,57
Harry Wilson,Left Foot,56
Jorge ResurrecciÃ³n Merodio,Right Foot,56
Sam Adekugbe,Left Foot,56
Luka ModriÄ‡,Left Foot,56
Robert Lewandowski,Right Foot,56
Guido RodrÃ­guez,Right Foot,55
Sergio Rochet Ãlvarez,Right Foot,55
Marcus Rashford,Right Foot,55
Kendall Jamaal Waston Manley,Right Foot,55
Martin Hongla Yma II,Right Foot,53
Breel-Donald Embolo,Right Foot,53
MiloÅ¡ Degenek,Right Foot,53
Alejandro DarÃ­o GÃ³mez,Right Foot,53
Pedro GonzÃ¡lez LÃ³pez,Left Foot,53
Bryan Oviedo,Left Foot,53
Thiago Emiliano da Silva,Left Foot,53
Jonathan Osorio,Right Foot,52
Ao Tanaka,Right Foot,52
HÃ©ctor Miguel Herrera LÃ³pez,Right Foot,52
Samuel Yves Oum Gwet,Right Foot,52
Declan Rice,Left Foot,52
Ali Abdi,Left Foot,52
Jorge Eduardo SÃ¡nchez Ramos,Right Foot,52
Takehiro Tomiyasu,Right Foot,52
Neco Williams,Right Foot,51
Thomas MÃ¼ller,Right Foot,51
Antonio RÃ¼diger,Left Foot,51
PrzemysÅ‚aw Frankowski,Right Foot,51
Bassam Hisham Al Rawi,Right Foot,51
JosÃ© MartÃ­n CÃ¡ceres Silva,Right Foot,51
Bruno GuimarÃ£es Rodriguez Moura,Right Foot,50
Ä°lkay GÃ¼ndoÄŸan,Left Foot,50
Jack Grealish,Right Foot,50
Hee-Chan Hwang,Right Foot,50
Abdelhamid Sabiri,Right Foot,50
PathÃ© IsmaÃ«l Ciss,Right Foot,50
Riley McGree,Left Foot,50
Aleksandar MitroviÄ‡,Right Foot,49
Amadou Onana,Right Foot,49
Nico Elvedi,Left Foot,49
Youssef Msakni,Right Foot,49
Lawrence Ati-Zigi,Right Foot,49
Lautaro Javier MartÃ­nez,Right Foot,48
Ismaeel Mohammad Mohammad,Right Foot,48
Leroy SanÃ©,Left Foot,48
Jan Vertonghen,Right Foot,48
Aaron Mooy,Left Foot,48
David Junior Hoilett,Right Foot,48
Abdul Rahman Baba,Left Foot,48
Hiroki Ito,Left Foot,47
Raheem Sterling,Right Foot,47
Jakub KamiÅ„ski,Right Foot,47
Leon Goretzka,Right Foot,47
Manuel Obafemi Akanji,Left Foot,47
Mathias Jensen,Right Foot,47
Alidu Seidu,Right Foot,47
AndrÃ© Onana,Right Foot,47
Simon Thorup KjÃ¦r,Right Foot,46
Jun-Ho Son,Right Foot,46
Joshua Kimmich,Left Foot,46
Leandro Trossard,Right Foot,46
Ernesto Alexis Vega Rojas,Right Foot,46
Romain SaÃ¯ss,Right Foot,46
Pape Gueye,Left Foot,46
Nicholas Williams Arthuer,Right Foot,46
Virgil van Dijk,Left Foot,46
Andries Noppert,Right Foot,46
AntÃ³nio JoÃ£o Pereira Albuquerque Tavares Silva,Right Foot,46
NicolÃ¡s HernÃ¡n Otamendi,Left Foot,46
Axel Disasi,Right Foot,46
Cameron Carter-Vickers,Right Foot,46
Borna BariÅ¡iÄ‡,Left Foot,45
Marko Livaja,Right Foot,45
Meshaal Aissa Barsham,Right Foot,45
Yuto Nagatomo,Right Foot,45
AurÃ©lien Djani TchouamÃ©ni,Left Foot,45
FÃ¡bio Henrique Tavares,Right Foot,45
Jesper LindstrÃ¸m,Right Foot,44
Mark Anthony Kaye,Left Foot,44
Pau Francisco Torres,Right Foot,43
Thorgan Hazard,Right Foot,43
Bruno PetkoviÄ‡,Right Foot,43
Ali MaÃ¢loul,Left Foot,43
Pablo MartÃ­n PÃ¡ez Gavira,Left Foot,43
Boulaye Dia,Right Foot,43
Jonathan David,Right Foot,43
Karl Brillant Toko Ekambi,Right Foot,43
Ritsu Doan,Left Foot,43
Keysher Fuller Spence,Right Foot,43
Firas Tariq Nasser Al Albirakan,Left Foot,43
Adrien Rabiot,Right Foot,43
RÃºben Santos Gato Alves Dias,Left Foot,43
Nemanja Gudelj,Right Foot,43
Kaoru Mitoma,Right Foot,42
Daniel Olmo Carvajal,Left Foot,42
Strahinja PavloviÄ‡,Right Foot,42
Hassan Mohammed Al-Tambakti,Right Foot,42
NÃ©stor Alejandro AraÃºjo Razo,Right Foot,42
Toby Alderweireld,Left Foot,42
Maya Yoshida,Left Foot,42
Daley Blind,Right Foot,42
Wayne Hennessey,Right Foot,42
Tim Ream,Right Foot,42
Kalidou Koulibaly,Left Foot,42
Nemanja MaksimoviÄ‡,Right Foot,42
Youssef En-Nesyri,Left Foot,42
Olivier Giroud,Left Foot,41
Jean-Eric Maxim Choupo-Moting,Right Foot,41
Jude Bellingham,Left Foot,41
Wajdi Kechrida,Right Foot,41
Alexis Mac Allister,Left Foot,41
Yuto Nagatomo,Left Foot,41
Youri Tielemans,Right Foot,41
Tyler Adams,Left Foot,41
Min Jae Kim,Left Foot,40
Jordan Ayew,Right Foot,40
Gareth Frank Bale,Left Foot,40
Ahmad Nourollahi,Right Foot,40
JosÃ© Adoni Cifuentes Charcopa,Right Foot,40
Facundo Pellistri Rebollo,Right Foot,40
Granit Xhaka,Right Foot,40
John Stones,Left Foot,40
Brenden Aaronson,Right Foot,39
Woo-Young Jung,Left Foot,39
Danilo Luiz da Silva,Left Foot,39
Mislav OrÅ¡iÄ‡,Right Foot,39
Ricardo Jorge Luz Horta,Right Foot,39
Pierre Kunde Malong,Right Foot,39
Milad Mohammadi,Left Foot,38
Mohammed Al Burayk,Right Foot,38
Niklas SÃ¼le,Left Foot,38
Alexander Hartmann Bah,Right Foot,38
Eden Hazard,Right Foot,37
Thibaut Courtois,Right Foot,37
Pape Matar Sarr,Right Foot,37
JoÃ£o Pedro Cavaco Cancelo,Left Foot,37
Anis Ben Slimane,Right Foot,37
Enner Remberto Valencia Lastra,Right Foot,37
JoÃ£o MÃ¡rio Naval da Costa Eduardo,Right Foot,37
Kylian MbappÃ© Lottin,Left Foot,36
KlÃ©per Laveran Lima Ferreira,Left Foot,36
CÃ©sar Jasib Montes Castro,Left Foot,36
Gabriel Teodoro Martinelli Silva,Right Foot,36
Darwin Gabriel NÃºÃ±ez Ribeiro,Right Foot,36
GermÃ¡n Alejandro Pezzella,Right Foot,36
Mitchell Thomas Duke,Right Foot,36
Sebastian SzymaÅ„ski,Left Foot,36
Yannick Ferreira Carrasco,Right Foot,36
Hugo Lloris,Right Foot,35
Bernardo Mota Veiga de Carvalho e Silva,Right Foot,35
Alex Nicolao Telles,Left Foot,35
Pierre-Emile HÃ¸jbjerg,Left Foot,35
William Saliba,Right Foot,35
Walker Zimmerman,Left Foot,35
Saleh Khalid Al Shehri,Right Foot,35
NaÃ¯m Sliti,Right Foot,35
Kamal Miller,Right Foot,35
Montassar Omar Talbi,Left Foot,35
Jordi Alba Ramos,Right Foot,34
Keanu Baccus,Right Foot,34
Richarlison de Andrade,Right Foot,34
Lionel AndrÃ©s Messi Cuccittini,Right Foot,34
Ali Karimi,Right Foot,34
Andreas Skov Olsen,Left Foot,34
Kyung-Won Kwon,Left Foot,34
Antoine Griezmann,Right Foot,34
Nawaf Shaker Al Abid,Left Foot,33
Gideon Mensah,Left Foot,33
Mehdi Torabi,Right Foot,33
Enzo Ebosse,Left Foot,33
Giorgian Daniel De Arrascaeta Benedetti,Right Foot,33
Josip StaniÅ¡iÄ‡,Right Foot,33
Eray Ervin CÃ¶mert,Right Foot,33
Achraf Hakimi Mouh,Left Foot,33
Danny Ward,Right Foot,33
Dries Mertens,Right Foot,33
Richie Laryea,Right Foot,33
Eric Dier,Right Foot,33
Wataru Endo,Left Foot,33
JurriÃ«n David Norman Timber,Left Foot,32
Ricardo IvÃ¡n RodrÃ­guez Araya,Right Foot,32
Matthijs de Ligt,Right Foot,31
Jackson Gabriel Porozo Vernaza,Right Foot,31
Jackson Irvine,Left Foot,31
Takehiro Tomiyasu,Left Foot,31
Joe Allen,Right Foot,31
Piotr ZieliÅ„ski,Left Foot,31
JuliÃ¡n Ãlvarez,Left Foot,31
IÃ±aki Williams Arthuer,Right Foot,30
Sultan Abdullah Salim Al Ghannam,Right Foot,30
Antonee Robinson,Right Foot,30
Milos Veljkovic,Left Foot,30
Piero MartÃ­n HincapiÃ© Reyna,Right Foot,30
Hakim Ziyech,Right Foot,30
Nikola VlaÅ¡iÄ‡,Right Foot,30
Frenkie de Jong,Left Foot,30
Remo Freuler,Left Foot,30
Fran KaraÄiÄ‡,Right Foot,30
Steven de Sousa Vitoria,Left Foot,30
Ãlvaro Borja Morata MartÃ­n,Right Foot,30
Seyed Hossein Hosseini,Right Foot,30
Aziz Eraltay Behich,Right Foot,29
AndrÃ© Ayew PelÃ©,Left Foot,29
Gue-Sung Cho,Right Foot,29
Ethan Ampadu,Left Foot,29
Rafael Alexandre ConceiÃ§Ã£o LeÃ£o,Right Foot,29
Ferjani Sassi,Right Foot,29
Yann Sommer,Left Foot,29
Jakub Piotr Kiwior,Right Foot,29
Daniel James,Right Foot,28
DamiÃ¡n Emiliano MartÃ­nez,Left Foot,28
Weston McKennie,Left Foot,28
Abdul Rahman Baba,Right Foot,28
Youssouf Sabaly,Left Foot,28
Manuel Neuer,Left Foot,28
Abdelkarim Hassan Al Haj Fadlalla,Right Foot,28
Mario PaÅ¡aliÄ‡,Left Foot,28
Joachim Andersen,Left Foot,28
Matheus Luiz Nunes,Right Foot,28
Michael Steveen Estrada MartÃ­nez,Right Foot,27
Hidemasa Morita,Left Foot,27
Rodrigo Bentancur ColmÃ¡n,Left Foot,27
Ibrahima KonatÃ©,Left Foot,27
Aaron Ramsey,Left Foot,27
Jawad El Yamiq,Left Foot,27
MattÃ©o Guendouzi OliÃ©,Right Foot,27
Christopher Wooh,Right Foot,27
Brandon Aguilera Zamora,Left Foot,27
Carlos Alberto RodrÃ­guez GÃ³mez,Right Foot,27
Lucas Tolentino Coelho de Lima,Right Foot,27
Jordan Veretout,Right Foot,27
SaÅ¡a LukiÄ‡,Left Foot,26
Lukas Klostermann,Right Foot,26
Cristian Gabriel Romero,Left Foot,26
Andrej KramariÄ‡,Left Foot,26
Kieffer Roberto Francisco Moore,Right Foot,26
Marcus Thuram,Right Foot,26
Luke Shaw,Right Foot,26
Iliman Ndiaye,Right Foot,26
Nader Ghandri,Right Foot,26
Enzo Fernandez,Left Foot,26
Yassine Bounou,Right Foot,26
Issam Jebali,Right Foot,26
Timothy Castagne,Left Foot,26
Jeremy Leonel Sarmiento Morante,Right Foot,26
Sang-Ho Na,Right Foot,25
Mohamed DrÃ¤ger,Right Foot,25
Giovanni Reyna,Right Foot,25
Marcos Javier AcuÃ±a,Right Foot,25
Cyle Larin,Right Foot,25
Ã‰rick Gabriel GutiÃ©rrez Galaviz,Left Foot,25
RaÃºl Alonso JimÃ©nez RodrÃ­guez,Right Foot,25
Sofyan Amrabat,Left Foot,24
Kai Havertz,Left Foot,24
Joshua Sargent,Right Foot,24
Daniel-Kofi Kyereh,Right Foot,24
Nayef Aguerd,Right Foot,24
JoÃ£o Maria Lobo Alves Palhinha GonÃ§alves,Right Foot,24
Ronald Alberto Matarrita Ulate,Left Foot,24
Randal Kolo Muani,Right Foot,24
Luis Alberto SuÃ¡rez DÃ­az,Right Foot,23
Ã“scar Esau Duarte GaitÃ¡n,Left Foot,23
Gregor Kobel,Right Foot,23
Arkadiusz Milik,Left Foot,23
Carlos Henrique Casimiro,Left Foot,23
Christian Pulisic,Left Foot,23
Almoez Ali Zainalabiddin Abdulla,Right Foot,23
Sardar Azmoun,Right Foot,23
Nuno Mendes,Left Foot,23
Nahuel Molina Lucero,Left Foot,23
Bartosz BereszyÅ„ski,Left Foot,23
DeAndre Yedlin,Right Foot,23
Hiroki Sakai,Right Foot,23
Exequiel Alejandro Palacios,Right Foot,23
Sergej MilinkoviÄ‡-SaviÄ‡,Left Foot,23
JosÃ© MarÃ­a GimÃ©nez de Vargas,Left Foot,22
Alireza Safar Beiranvand,Right Foot,22
Sofiane Boufal,Left Foot,22
Bryan Oviedo,Right Foot,22
Vincent PatÃ© Aboubakar,Right Foot,22
Jules KoundÃ©,Left Foot,22
HÃ©ctor Alfredo Moreno Herrera,Right Foot,22
Grzegorz Krychowiak,Left Foot,22
Morteza Pouraliganji,Left Foot,22
Jordan Brian Henderson,Left Foot,22
Steve Mandanda,Right Foot,22
Ngoran Suiru Fai Collins,Left Foot,22
Akram Hassan Afif,Left Foot,22
Thomas Delaney,Left Foot,21
Nicolas Alexis Julio N'Koulou Ndoubena,Left Foot,21
Pervis JosuÃ© EstupiÃ±Ã¡n Tenorio,Right Foot,21
OrbelÃ­n Pineda Alvarado,Right Foot,21
RÃºben Diogo Da Silva Neves,Left Foot,21
Gabriel Fernando de Jesus,Right Foot,21
Nathaniel Atkinson,Right Foot,21
William Silva de Carvalho,Left Foot,21
Theo Bernard FranÃ§ois HernÃ¡ndez,Right Foot,21
Kye Rowles,Right Foot,21
GonÃ§alo Matias Ramos,Right Foot,21
Marten de Roon,Left Foot,21
Anssumane Fati,Right Foot,21
Bilal El Khannous,Right Foot,21
Denis Lemi Zakaria Lako Lado,Right Foot,20
Edinson Roberto Cavani GÃ³mez,Right Foot,20
DuÅ¡an TadiÄ‡,Right Foot,20
Almoez Ali Zainalabiddin Abdulla,Left Foot,20
Abolfazl Jalali,Left Foot,20
Seung-Ho Paik,Right Foot,20
Kevin De Bruyne,Left Foot,20
Leandro Daniel Paredes,Left Foot,20
Frederico Rodrigues Santos,Right Foot,20
Andreas Skov Olsen,Right Foot,19
Mateo KovaÄiÄ‡,Left Foot,19
Youssouf Fofana,Left Foot,19
Badr Banoun,Right Foot,19
Cheikhou KouyatÃ©,Right Foot,19
